state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions
Hawaii,2022-09-25,49,67,7,18,60,0,0,0,0,0
Hawaii,2022-10-02,66,79,37,25,45,0,0,0,0,0
Hawaii,2022-10-09,36,78,18,39,55,0,0,0,0,0
Hawaii,2022-10-16,31,76,14,31,44,0,0,0,0,0
Hawaii,2022-10-23,66,84,21,23,40,0,0,0,0,0
Hawaii,2022-10-30,63,73,20,43,44,0,0,0,0,0
Hawaii,2022-11-06,50,76,12,40,43,0,0,0,0,0
Hawaii,2022-11-13,53,72,16,14,36,0,0,0,0,0
Hawaii,2022-11-20,37,60,24,16,34,0,0,0,0,0
Hawaii,2022-11-27,49,62,28,8,50,0,0,0,0,0
Hawaii,2022-12-04,54,98,19,20,53,0,0,0,0,0
Hawaii,2022-12-11,71,47,17,34,38,0,0,0,0,0
Hawaii,2022-12-18,34,73,15,15,33,0,0,0,0,0
Hawaii,2022-12-25,9,62,11,9,14,0,0,0,0,0
Hawaii,2023-01-01,37,100,10,13,47,0,0,0,0,0
