state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions,covid_restrictions
South Dakota,2018-10-07,49.0,48.0,0.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-10-14,81.0,44.0,25.0,32.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-10-21,100.0,46.0,24.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-10-28,0.0,56.0,24.0,64.0,56.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-11-04,43.0,57.0,21.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-11-11,29.0,61.0,18.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-11-18,62.0,59.0,10.0,23.0,66.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-11-25,54.0,57.0,17.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-12-02,63.0,50.0,9.0,41.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-12-09,73.0,51.0,32.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-12-16,70.0,39.0,22.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-12-23,25.0,36.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2018-12-30,49.0,47.0,47.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-01-06,51.0,40.0,36.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-01-13,67.0,30.0,19.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-01-20,42.0,33.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-01-27,25.0,54.0,12.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-02-03,72.0,46.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-02-10,58.0,29.0,54.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-02-17,74.0,70.0,19.0,50.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-02-24,44.0,57.0,35.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-03-03,55.0,45.0,41.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-03-10,51.0,66.0,16.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-03-17,76.0,31.0,27.0,55.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-03-24,63.0,71.0,25.0,44.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-03-31,61.0,50.0,0.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-04-07,48.0,65.0,38.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-04-14,57.0,90.0,60.0,55.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-04-21,52.0,34.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-04-28,60.0,56.0,28.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-05-05,46.0,57.0,0.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-05-12,92.0,53.0,27.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-05-19,39.0,39.0,17.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-05-26,31.0,26.0,40.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-06-02,55.0,57.0,37.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-06-09,42.0,27.0,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-06-16,41.0,42.0,19.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-06-23,29.0,54.0,30.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-06-30,37.0,36.0,13.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-07-07,41.0,50.0,25.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-07-14,34.0,38.0,35.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-07-21,72.0,46.0,10.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-07-28,37.0,61.0,39.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-08-04,24.0,59.0,19.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-08-11,45.0,40.0,22.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-08-18,24.0,74.0,14.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-08-25,52.0,43.0,24.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-09-01,38.0,57.0,18.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-09-08,51.0,34.0,16.0,39.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-09-15,17.0,58.0,0.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-09-22,31.0,46.0,19.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-09-29,52.0,36.0,16.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-10-06,60.0,76.0,19.0,46.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-10-13,48.0,65.0,24.0,39.0,59.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-10-20,28.0,43.0,30.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-10-27,50.0,59.0,39.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-11-03,42.0,62.0,20.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-11-10,59.0,73.0,30.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-11-17,74.0,57.0,34.0,17.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-11-24,27.0,51.0,34.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-12-01,42.0,35.0,29.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-12-08,76.0,55.0,30.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-12-15,0.0,74.0,25.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-12-22,15.0,36.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2019-12-29,36.0,42.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-01-05,69.0,24.0,12.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-01-12,67.0,60.0,21.0,41.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-01-19,71.0,64.0,0.0,26.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-01-26,58.0,58.0,39.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-02-02,53.0,49.0,23.0,55.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-02-09,29.0,59.0,13.0,51.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-02-16,61.0,55.0,29.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-02-23,51.0,56.0,27.0,47.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-03-01,39.0,54.0,0.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-03-08,44.0,46.0,25.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-03-15,64.0,46.0,17.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-03-22,55.0,53.0,13.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-03-29,51.0,47.0,6.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-04-05,46.0,59.0,10.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-04-12,62.0,48.0,22.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-04-19,58.0,37.0,12.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-04-26,30.0,37.0,18.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-05-03,44.0,41.0,14.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-05-10,35.0,51.0,30.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-05-17,28.0,62.0,17.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-05-24,47.0,67.0,20.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-05-31,12.0,46.0,35.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-06-07,47.0,47.0,12.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-06-14,28.0,61.0,29.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-06-21,24.0,56.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-06-28,37.0,38.0,32.0,45.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-07-05,30.0,44.0,18.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-07-12,31.0,48.0,25.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-07-19,19.0,33.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-07-26,44.0,39.0,17.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-08-02,34.0,52.0,12.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-08-09,31.0,48.0,20.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-08-16,27.0,70.0,25.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-08-23,34.0,41.0,22.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-08-30,38.0,46.0,18.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-09-06,45.0,68.0,29.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-09-13,30.0,42.0,17.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-09-20,57.0,43.0,27.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-09-27,40.0,56.0,17.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-10-04,44.0,35.0,22.0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-10-11,36.0,53.0,13.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-10-18,37.0,47.0,32.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-10-25,38.0,55.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-11-01,40.0,25.0,14.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-11-08,44.0,62.0,15.0,83.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-11-15,60.0,51.0,22.0,38.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-11-22,40.0,51.0,18.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-11-29,39.0,61.0,23.0,61.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-12-06,43.0,52.0,10.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-12-13,38.0,66.0,18.0,54.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-12-20,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2020-12-27,39.0,25.0,0.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-01-03,53.0,62.0,8.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-01-10,33.0,66.0,18.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-01-17,33.0,72.0,25.0,57.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-01-24,45.0,46.0,15.0,56.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-01-31,40.0,39.0,13.0,28.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-02-07,24.0,28.0,20.0,31.0,57.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-02-14,37.0,50.0,19.0,30.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-02-21,31.0,49.0,30.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-02-28,46.0,34.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-03-07,25.0,75.0,20.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-03-14,37.0,51.0,12.0,73.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-03-21,37.0,37.0,13.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-03-28,24.0,42.0,47.0,56.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-04-04,34.0,47.0,20.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-04-11,25.0,73.0,13.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-04-18,48.0,55.0,27.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-04-25,32.0,50.0,40.0,66.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-05-02,41.0,76.0,12.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-05-09,13.0,34.0,7.0,37.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-05-16,42.0,60.0,13.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-05-23,24.0,18.0,0.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-05-30,48.0,57.0,0.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-06-06,59.0,48.0,25.0,29.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-06-13,31.0,53.0,0.0,29.0,56.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-06-20,27.0,43.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-06-27,30.0,40.0,27.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-07-04,0.0,67.0,10.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-07-11,36.0,69.0,16.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-07-18,44.0,31.0,9.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-07-25,22.0,45.0,15.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-08-01,36.0,43.0,14.0,59.0,18.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-08-08,43.0,69.0,9.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-08-15,50.0,51.0,24.0,39.0,13.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-08-22,13.0,47.0,24.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-08-29,16.0,58.0,0.0,46.0,19.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-09-05,34.0,59.0,28.0,26.0,63.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-09-12,36.0,44.0,31.0,75.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-09-19,23.0,51.0,27.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-09-26,0.0,36.0,30.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-10-03,49.0,76.0,23.0,57.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-10-10,47.0,68.0,0.0,82.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-10-17,33.0,52.0,9.0,60.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-10-24,36.0,56.0,28.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-10-31,47.0,80.0,0.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-11-07,39.0,39.0,27.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-11-14,46.0,42.0,11.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-11-21,43.0,59.0,19.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-11-28,34.0,49.0,44.0,42.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-12-05,41.0,45.0,13.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-12-12,26.0,52.0,14.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-12-19,34.0,43.0,24.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2021-12-26,17.0,34.0,25.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-01-02,26.0,31.0,28.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-01-09,11.0,48.0,22.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-01-16,42.0,50.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-01-23,27.0,78.0,24.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-01-30,60.0,33.0,34.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-02-06,59.0,34.0,23.0,59.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-02-13,44.0,57.0,12.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-02-20,47.0,33.0,12.0,53.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-02-27,33.0,67.0,33.0,85.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-03-06,26.0,33.0,23.0,34.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-03-13,44.0,43.0,31.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-03-20,38.0,61.0,30.0,65.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-03-27,50.0,55.0,11.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-04-03,59.0,58.0,25.0,49.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-04-10,53.0,56.0,5.0,40.0,21.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-04-17,48.0,48.0,27.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-04-24,60.0,46.0,22.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-05-01,49.0,71.0,27.0,60.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-05-08,47.0,56.0,20.0,47.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-05-15,47.0,63.0,16.0,50.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-05-22,7.0,49.0,11.0,53.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-05-29,38.0,60.0,25.0,46.0,14.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-06-05,17.0,54.0,22.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-06-12,33.0,27.0,16.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-06-19,38.0,42.0,30.0,46.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-06-26,29.0,43.0,27.0,26.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-07-03,27.0,47.0,37.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-07-10,17.0,51.0,23.0,47.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-07-17,25.0,44.0,14.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-07-24,40.0,42.0,25.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-07-31,26.0,52.0,13.0,41.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-08-07,34.0,82.0,14.0,54.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-08-14,24.0,34.0,17.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-08-21,40.0,56.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-08-28,28.0,58.0,23.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-09-04,54.0,48.0,31.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-09-11,37.0,45.0,19.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-09-18,38.0,51.0,20.0,46.0,56.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-09-25,33.0,46.0,23.0,25.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-10-02,41.0,67.0,31.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-10-09,44.0,80.0,24.0,54.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-10-16,20.0,48.0,6.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-10-23,38.0,65.0,26.0,50.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-10-30,35.0,62.0,23.0,50.0,62.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-11-06,34.0,63.0,19.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-11-13,25.0,66.0,16.0,36.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-11-20,55.0,50.0,24.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-11-27,37.0,53.0,33.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-12-04,42.0,51.0,23.0,38.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-12-11,49.0,32.0,36.0,43.0,24.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-12-18,26.0,48.0,19.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2022-12-25,24.0,42.0,0.0,43.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
South Dakota,2023-01-01,24.0,56.0,32.0,47.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2017-12-31,51.0,60.0,22.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2018-01-07,60.0,68.0,19.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2018-01-14,56.0,57.0,20.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2018-01-21,71.0,69.0,22.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2018-01-28,65.0,66.0,21.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Texas,2018-02-04,65.0,71.0,24.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
