state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions,covid_restrictions
Alaska,2017-12-31,28.0,46.0,24.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-01-07,37.0,45.0,25.0,65.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-01-14,10.0,46.0,16.0,53.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-01-21,33.0,41.0,10.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-01-28,32.0,24.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-02-04,35.0,43.0,14.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-02-11,51.0,40.0,0.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-02-18,40.0,34.0,18.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-02-25,45.0,61.0,11.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-03-04,44.0,51.0,9.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-03-11,34.0,38.0,15.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-03-18,38.0,60.0,20.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-03-25,11.0,25.0,0.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-04-01,56.0,58.0,21.0,72.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-04-08,61.0,40.0,17.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-04-15,10.0,47.0,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-04-22,28.0,81.0,15.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-04-29,24.0,53.0,14.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-05-06,44.0,58.0,9.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-05-13,50.0,40.0,11.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-05-20,38.0,42.0,16.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-05-27,38.0,38.0,0.0,30.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-06-03,51.0,67.0,11.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-06-10,55.0,37.0,22.0,22.0,41.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-06-17,18.0,27.0,25.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-06-24,31.0,16.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-07-01,33.0,25.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-07-08,34.0,24.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-07-15,15.0,26.0,25.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-07-22,32.0,37.0,12.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-07-29,22.0,40.0,22.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-08-05,24.0,76.0,22.0,45.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-08-12,47.0,42.0,24.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-08-19,36.0,59.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-08-26,38.0,31.0,11.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-09-02,37.0,90.0,17.0,48.0,54.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-09-09,26.0,28.0,18.0,39.0,43.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-09-16,77.0,36.0,26.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-09-23,38.0,45.0,16.0,31.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-09-30,30.0,40.0,0.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-10-07,54.0,60.0,15.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-10-14,35.0,53.0,23.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-10-21,75.0,45.0,11.0,41.0,44.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-10-28,46.0,54.0,10.0,46.0,9.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-11-04,19.0,50.0,19.0,51.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-11-11,38.0,63.0,25.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-11-18,42.0,42.0,9.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-11-25,41.0,45.0,0.0,33.0,38.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-12-02,43.0,58.0,17.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-12-09,58.0,65.0,10.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-12-16,47.0,63.0,0.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-12-23,46.0,36.0,15.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2018-12-30,40.0,40.0,33.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-01-06,20.0,51.0,28.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-01-13,63.0,52.0,0.0,42.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-01-20,55.0,51.0,20.0,57.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-01-27,46.0,60.0,18.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-02-03,44.0,35.0,14.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-02-10,73.0,51.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-02-17,54.0,43.0,40.0,62.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-02-24,36.0,55.0,21.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-03-03,53.0,58.0,13.0,61.0,43.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-03-10,51.0,40.0,0.0,76.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-03-17,38.0,55.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-03-24,52.0,64.0,28.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-03-31,63.0,54.0,17.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-04-07,30.0,40.0,8.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-04-14,56.0,75.0,41.0,56.0,27.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-04-21,33.0,38.0,0.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-04-28,38.0,34.0,10.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-05-05,38.0,34.0,0.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-05-12,45.0,0.0,14.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-05-19,64.0,39.0,26.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-05-26,19.0,58.0,0.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-06-02,34.0,50.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-06-09,42.0,22.0,0.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-06-16,19.0,35.0,22.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-06-23,24.0,40.0,8.0,39.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-06-30,39.0,24.0,16.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-07-07,18.0,38.0,27.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-07-14,33.0,32.0,21.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-07-21,48.0,46.0,49.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-07-28,25.0,53.0,27.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-08-04,53.0,38.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-08-11,26.0,30.0,24.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-08-18,24.0,35.0,0.0,37.0,41.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-08-25,7.0,54.0,14.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-09-01,33.0,29.0,21.0,30.0,47.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-09-08,37.0,44.0,20.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-09-15,57.0,48.0,22.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-09-22,35.0,58.0,18.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-09-29,48.0,53.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-10-06,47.0,46.0,21.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-10-13,55.0,46.0,27.0,27.0,46.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-10-20,34.0,48.0,0.0,45.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-10-27,33.0,60.0,15.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-11-03,17.0,20.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-11-10,15.0,49.0,16.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-11-17,47.0,33.0,27.0,41.0,16.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-11-24,61.0,52.0,18.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-12-01,0.0,30.0,18.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-12-08,38.0,41.0,22.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-12-15,38.0,56.0,13.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-12-22,23.0,39.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2019-12-29,0.0,21.0,14.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-01-05,57.0,64.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-01-12,47.0,48.0,12.0,29.0,42.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-01-19,25.0,45.0,12.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-01-26,42.0,57.0,8.0,69.0,52.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-02-02,25.0,27.0,25.0,39.0,57.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-02-09,28.0,41.0,0.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-02-16,45.0,54.0,9.0,37.0,57.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-02-23,40.0,27.0,30.0,59.0,20.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-03-01,57.0,40.0,27.0,45.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-03-08,42.0,41.0,8.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-03-15,41.0,28.0,7.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2020-03-22,37.0,46.0,17.0,26.0,10.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-03-29,47.0,37.0,0.0,7.0,27.0,1.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-04-05,46.0,19.0,0.0,19.0,25.0,1.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-04-12,61.0,26.0,12.0,21.0,26.0,1.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-04-19,10.0,45.0,19.0,56.0,46.0,1.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-04-26,34.0,34.0,25.0,36.0,28.0,0.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-05-03,15.0,21.0,15.0,28.0,29.0,0.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-05-10,44.0,35.0,17.0,11.0,28.0,0.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-05-17,35.0,39.0,18.0,30.0,32.0,0.0,0.0,1.0,1.0,1.0,Most Restrictions
Alaska,2020-05-24,0.0,54.0,18.0,29.0,22.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-05-31,32.0,31.0,19.0,39.0,53.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-06-07,21.0,35.0,0.0,41.0,43.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-06-14,33.0,61.0,13.0,15.0,21.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-06-21,32.0,57.0,11.0,33.0,22.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-06-28,66.0,40.0,12.0,32.0,27.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-07-05,21.0,43.0,11.0,46.0,34.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-07-12,58.0,35.0,0.0,53.0,44.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-07-19,32.0,40.0,28.0,29.0,15.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-07-26,41.0,24.0,15.0,48.0,20.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-08-02,27.0,30.0,8.0,16.0,37.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-08-09,48.0,38.0,0.0,41.0,36.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-08-16,29.0,51.0,34.0,50.0,53.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-08-23,30.0,48.0,12.0,21.0,26.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-08-30,42.0,48.0,0.0,23.0,38.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-09-06,52.0,34.0,26.0,27.0,16.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-09-13,44.0,39.0,8.0,44.0,38.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-09-20,32.0,57.0,14.0,31.0,26.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-09-27,27.0,59.0,15.0,40.0,32.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-10-04,18.0,41.0,19.0,23.0,55.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-10-11,61.0,52.0,22.0,36.0,22.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-10-18,0.0,33.0,18.0,30.0,17.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-10-25,20.0,51.0,21.0,29.0,32.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-11-01,44.0,38.0,14.0,19.0,34.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-11-08,43.0,41.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-11-15,56.0,57.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-11-22,41.0,13.0,16.0,41.0,34.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-11-29,35.0,58.0,9.0,37.0,27.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-12-06,21.0,45.0,14.0,16.0,32.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-12-13,50.0,66.0,31.0,32.0,37.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-12-20,25.0,38.0,30.0,9.0,28.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2020-12-27,58.0,37.0,18.0,24.0,18.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-01-03,39.0,34.0,24.0,34.0,32.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-01-10,25.0,38.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-01-17,10.0,29.0,20.0,27.0,18.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-01-24,32.0,76.0,10.0,36.0,22.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-01-31,35.0,54.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-02-07,23.0,77.0,0.0,43.0,48.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-02-14,15.0,77.0,0.0,30.0,16.0,0.0,0.0,0.0,0.0,1.0,Most Restrictions
Alaska,2021-02-21,38.0,64.0,0.0,59.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-02-28,93.0,85.0,0.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-03-07,48.0,25.0,34.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-03-14,35.0,33.0,14.0,26.0,49.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-03-21,0.0,38.0,0.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-03-28,13.0,53.0,28.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-04-04,46.0,41.0,0.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-04-11,0.0,63.0,27.0,40.0,19.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-04-18,29.0,33.0,21.0,67.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-04-25,29.0,38.0,19.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-05-02,22.0,41.0,0.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-05-09,32.0,44.0,20.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-05-16,58.0,52.0,9.0,67.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-05-23,38.0,36.0,9.0,72.0,30.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-05-30,36.0,48.0,19.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-06-06,47.0,54.0,30.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-06-13,50.0,21.0,0.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-06-20,26.0,27.0,0.0,32.0,41.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-06-27,36.0,55.0,21.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-07-04,45.0,30.0,0.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-07-11,24.0,32.0,32.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-07-18,27.0,40.0,37.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-07-25,0.0,21.0,0.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-08-01,35.0,47.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-08-08,40.0,26.0,0.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-08-15,27.0,42.0,0.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-08-22,20.0,63.0,19.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-08-29,31.0,46.0,0.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-09-05,32.0,37.0,13.0,53.0,32.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-09-12,34.0,66.0,34.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-09-19,31.0,52.0,0.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-09-26,28.0,47.0,13.0,20.0,34.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-10-03,42.0,41.0,0.0,51.0,18.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-10-10,56.0,64.0,30.0,81.0,46.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-10-17,13.0,71.0,10.0,46.0,75.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-10-24,24.0,75.0,12.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-10-31,19.0,63.0,14.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-11-07,25.0,51.0,51.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-11-14,31.0,45.0,0.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-11-21,53.0,46.0,30.0,18.0,76.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-11-28,23.0,22.0,26.0,48.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-12-05,39.0,67.0,72.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-12-12,11.0,35.0,0.0,28.0,39.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-12-19,0.0,24.0,10.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2021-12-26,16.0,37.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-01-02,30.0,61.0,14.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-01-09,16.0,75.0,0.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-01-16,22.0,44.0,25.0,42.0,31.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-01-23,33.0,61.0,9.0,39.0,57.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-01-30,33.0,43.0,9.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-02-06,41.0,66.0,12.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-02-13,33.0,60.0,42.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-02-20,36.0,62.0,22.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-02-27,19.0,75.0,16.0,44.0,100.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-03-06,39.0,28.0,12.0,42.0,41.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-03-13,27.0,39.0,17.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-03-20,58.0,70.0,29.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-03-27,64.0,76.0,9.0,15.0,47.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-04-03,52.0,68.0,11.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-04-10,43.0,40.0,0.0,26.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-04-17,71.0,54.0,20.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-04-24,57.0,45.0,7.0,29.0,57.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-05-01,42.0,50.0,16.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-05-08,42.0,50.0,0.0,31.0,51.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-05-15,31.0,44.0,7.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-05-22,30.0,50.0,23.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-05-29,17.0,29.0,10.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
Alaska,2022-06-05,24.0,31.0,13.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,Most Restrictions
