state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions
South Dakota,2021-04-18,48,55,27,41,23,0,0,0,0,0
South Dakota,2021-04-25,32,50,40,66,29,0,0,0,0,0
South Dakota,2021-05-02,41,76,12,42,29,0,0,0,0,0
South Dakota,2021-05-09,13,34,7,37,21,0,0,0,0,0
South Dakota,2021-05-16,42,60,13,38,41,0,0,0,0,0
South Dakota,2021-05-23,24,18,0,44,22,0,0,0,0,0
South Dakota,2021-05-30,48,57,0,35,37,0,0,0,0,0
South Dakota,2021-06-06,59,48,25,29,54,0,0,0,0,0
South Dakota,2021-06-13,31,53,0,29,56,0,0,0,0,0
South Dakota,2021-06-20,27,43,6,8,7,0,0,0,0,0
South Dakota,2021-06-27,30,40,27,49,40,0,0,0,0,0
South Dakota,2021-07-04,0,67,10,29,24,0,0,0,0,0
South Dakota,2021-07-11,36,69,16,27,22,0,0,0,0,0
South Dakota,2021-07-18,44,31,9,41,26,0,0,0,0,0
South Dakota,2021-07-25,22,45,15,28,23,0,0,0,0,0
South Dakota,2021-08-01,36,43,14,59,18,0,0,0,0,0
South Dakota,2021-08-08,43,69,9,41,40,0,0,0,0,0
South Dakota,2021-08-15,50,51,24,39,13,0,0,0,0,0
South Dakota,2021-08-22,13,47,24,44,39,0,0,0,0,0
South Dakota,2021-08-29,16,58,0,46,19,0,0,0,0,0
South Dakota,2021-09-05,34,59,28,26,63,0,0,0,0,0
South Dakota,2021-09-12,36,44,31,75,35,0,0,0,0,0
South Dakota,2021-09-19,23,51,27,41,40,0,0,0,0,0
South Dakota,2021-09-26,0,36,30,11,27,0,0,0,0,0
South Dakota,2021-10-03,49,76,23,57,26,0,0,0,0,0
South Dakota,2021-10-10,47,68,0,82,46,0,0,0,0,0
South Dakota,2021-10-17,33,52,9,60,35,0,0,0,0,0
South Dakota,2021-10-24,36,56,28,38,16,0,0,0,0,0
South Dakota,2021-10-31,47,80,0,36,40,0,0,0,0,0
South Dakota,2021-11-07,39,39,27,33,48,0,0,0,0,0
South Dakota,2021-11-14,46,42,11,54,14,0,0,0,0,0
South Dakota,2021-11-21,43,59,19,41,30,0,0,0,0,0
South Dakota,2021-11-28,34,49,44,42,40,0,0,0,0,0
South Dakota,2021-12-05,41,45,13,30,45,0,0,0,0,0
South Dakota,2021-12-12,26,52,14,35,35,0,0,0,0,0
South Dakota,2021-12-19,34,43,24,18,26,0,0,0,0,0
South Dakota,2021-12-26,17,34,25,36,43,0,0,0,0,0
South Dakota,2022-01-02,26,31,28,29,52,0,0,0,0,0
South Dakota,2022-01-09,11,48,22,26,26,0,0,0,0,0
South Dakota,2022-01-16,42,50,27,12,0,0,0,0,0,0
South Dakota,2022-01-23,27,78,24,53,33,0,0,0,0,0
South Dakota,2022-01-30,60,33,34,61,30,0,0,0,0,0
South Dakota,2022-02-06,59,34,23,59,28,0,0,0,0,0
South Dakota,2022-02-13,44,57,12,40,30,0,0,0,0,0
South Dakota,2022-02-20,47,33,12,53,30,0,0,0,0,0
South Dakota,2022-02-27,33,67,33,85,54,0,0,0,0,0
South Dakota,2022-03-06,26,33,23,34,37,0,0,0,0,0
South Dakota,2022-03-13,44,43,31,37,15,0,0,0,0,0
South Dakota,2022-03-20,38,61,30,65,41,0,0,0,0,0
South Dakota,2022-03-27,50,55,11,40,42,0,0,0,0,0
South Dakota,2022-04-03,59,58,25,49,38,0,0,0,0,0
South Dakota,2022-04-10,53,56,5,40,21,0,0,0,0,0
South Dakota,2022-04-17,48,48,27,39,45,0,0,0,0,0
South Dakota,2022-04-24,60,46,22,50,48,0,0,0,0,0
South Dakota,2022-05-01,49,71,27,60,41,0,0,0,0,0
South Dakota,2022-05-08,47,56,20,47,49,0,0,0,0,0
South Dakota,2022-05-15,47,63,16,50,34,0,0,0,0,0
South Dakota,2022-05-22,7,49,11,53,26,0,0,0,0,0
South Dakota,2022-05-29,38,60,25,46,14,0,0,0,0,0
South Dakota,2022-06-05,17,54,22,34,36,0,0,0,0,0
South Dakota,2022-06-12,33,27,16,21,33,0,0,0,0,0
South Dakota,2022-06-19,38,42,30,46,31,0,0,0,0,0
South Dakota,2022-06-26,29,43,27,26,37,0,0,0,0,0
South Dakota,2022-07-03,27,47,37,10,34,0,0,0,0,0
South Dakota,2022-07-10,17,51,23,47,46,0,0,0,0,0
South Dakota,2022-07-17,25,44,14,40,45,0,0,0,0,0
South Dakota,2022-07-24,40,42,25,33,24,0,0,0,0,0
South Dakota,2022-07-31,26,52,13,41,28,0,0,0,0,0
South Dakota,2022-08-07,34,82,14,54,31,0,0,0,0,0
South Dakota,2022-08-14,24,34,17,43,50,0,0,0,0,0
South Dakota,2022-08-21,40,56,0,34,32,0,0,0,0,0
South Dakota,2022-08-28,28,58,23,23,31,0,0,0,0,0
South Dakota,2022-09-04,54,48,31,40,37,0,0,0,0,0
South Dakota,2022-09-11,37,45,19,31,32,0,0,0,0,0
South Dakota,2022-09-18,38,51,20,46,56,0,0,0,0,0
South Dakota,2022-09-25,33,46,23,25,41,0,0,0,0,0
South Dakota,2022-10-02,41,67,31,69,35,0,0,0,0,0
South Dakota,2022-10-09,44,80,24,54,38,0,0,0,0,0
South Dakota,2022-10-16,20,48,6,38,40,0,0,0,0,0
South Dakota,2022-10-23,38,65,26,50,41,0,0,0,0,0
South Dakota,2022-10-30,35,62,23,50,62,0,0,0,0,0
South Dakota,2022-11-06,34,63,19,50,29,0,0,0,0,0
South Dakota,2022-11-13,25,66,16,36,50,0,0,0,0,0
South Dakota,2022-11-20,55,50,24,38,15,0,0,0,0,0
South Dakota,2022-11-27,37,53,33,40,41,0,0,0,0,0
South Dakota,2022-12-04,42,51,23,38,55,0,0,0,0,0
South Dakota,2022-12-11,49,32,36,43,24,0,0,0,0,0
South Dakota,2022-12-18,26,48,19,22,26,0,0,0,0,0
South Dakota,2022-12-25,24,42,0,43,23,0,0,0,0,0
South Dakota,2023-01-01,24,56,32,47,30,0,0,0,0,0
