week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions
2020-06-28,51.8,67.7,21.3,31.8,33.9,0.2,0.5,0.7,0.7,0.5
2020-07-05,48.1,71.0,18.5,31.2,33.1,0.1,0.6,0.6,0.6,0.5
2020-07-12,52.1,65.7,17.3,31.4,35.0,0.1,0.6,0.7,0.7,0.5
2020-07-19,50.7,66.8,16.5,30.1,32.3,0.1,0.6,0.7,0.7,0.5
2020-07-26,49.3,69.0,19.0,34.0,32.4,0.1,0.6,0.7,0.7,0.5
2020-08-02,48.0,68.7,19.1,33.3,34.4,0.1,0.6,0.6,0.6,0.6
2020-08-09,49.9,65.1,17.1,35.1,32.2,0.1,0.6,0.6,0.6,0.5
2020-08-16,51.2,68.6,20.8,35.1,35.9,0.1,0.6,0.6,0.6,0.5
2020-08-23,49.3,71.4,19.0,32.3,35.6,0.1,0.6,0.6,0.6,0.5
2020-08-30,50.6,73.1,17.7,31.5,37.0,0.1,0.6,0.6,0.6,0.5
2020-09-06,54.7,69.7,20.7,35.2,36.5,0.1,0.6,0.6,0.6,0.5
2020-09-13,55.8,68.1,18.9,34.8,41.3,0.1,0.6,0.6,0.6,0.5
2020-09-20,56.3,72.1,20.6,31.2,38.9,0.1,0.6,0.6,0.6,0.5
2020-09-27,50.7,72.9,18.8,32.7,40.0,0.1,0.6,0.5,0.5,0.5
2020-10-04,52.9,68.4,20.2,31.7,51.5,0.1,0.6,0.5,0.5,0.5
2020-10-11,53.1,69.8,18.6,30.4,40.4,0.1,0.6,0.5,0.5,0.5
2020-10-18,52.2,70.3,21.9,32.7,36.3,0.1,0.6,0.5,0.5,0.5
2020-10-25,48.7,70.3,17.5,28.9,35.7,0.1,0.6,0.5,0.5,0.5
2020-11-01,46.9,55.9,16.7,23.4,29.1,0.2,0.6,0.5,0.5,0.5
2020-11-08,53.5,67.3,22.4,35.6,31.8,0.2,0.6,0.5,0.5,0.5
2020-11-15,59.3,68.0,18.4,32.6,38.3,0.2,0.6,0.5,0.5,0.5
